session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0000582,T000146,Chennai,Delhi,2024-03-05,2024-04-09,35,Night,Business,1
S0000583,T000146,Bangalore,Hyderabad,2024-03-04,2024-04-18,45,Early Morning,Business,1
S0000584,T000146,Kolkata,Hyderabad,2024-03-08,2024-04-19,42,Evening,Leisure,1
S0000585,T000147,Mumbai,Delhi,2024-03-10,2024-04-24,45,Evening,Business,1
S0000586,T000147,Kolkata,Chennai,2024-03-13,2024-03-31,18,Night,Business,1
S0000587,T000147,Bangalore,Kolkata,2024-03-02,2024-04-10,39,Night,Business,1
S0000588,T000147,Delhi,Mumbai,2024-03-08,2024-03-31,23,Afternoon,Business,1
S0000589,T000148,Mumbai,Delhi,2024-03-03,2024-04-12,40,Morning,Business,1
S0000590,T000148,Kolkata,Delhi,2024-03-07,2024-03-22,15,Early Morning,Business,1
S0000591,T000148,Bangalore,Chennai,2024-03-09,2024-04-19,41,Morning,Business,1
S0000592,T000148,Kolkata,Chennai,2024-03-15,2024-04-20,36,Evening,Commute,1
S0000593,T000149,Kolkata,Chennai,2024-03-11,2024-03-30,19,Morning,Commute,1
S0000594,T000149,Bangalore,Mumbai,2024-03-11,2024-03-19,8,Afternoon,Leisure,1
S0000595,T000149,Mumbai,Bangalore,2024-03-10,2024-04-21,42,Evening,Business,1
S0000596,T000149,Bangalore,Kolkata,2024-03-10,2024-03-17,7,Early Morning,Business,1
S0000597,T000150,Chennai,Hyderabad,2024-03-15,2024-03-31,16,Night,Business,1
S0000598,T000150,Mumbai,Chennai,2024-03-09,2024-04-09,31,Night,Leisure,1
S0000599,T000150,Bangalore,Delhi,2024-03-10,2024-04-15,36,Afternoon,Business,1
S0000600,T000150,Hyderabad,Kolkata,2024-03-13,2024-04-14,32,Morning,Family / Personal,1
S0000601,T000151,Mumbai,Hyderabad,2024-03-04,2024-04-03,30,Morning,Business,1
S0000602,T000151,Mumbai,Delhi,2024-03-07,2024-03-31,24,Night,Commute,1
S0000603,T000151,Hyderabad,Chennai,2024-03-15,2024-03-26,11,Night,Leisure,1
S0000604,T000151,Mumbai,Bangalore,2024-03-09,2024-04-19,41,Night,Family / Personal,1
S0000605,T000152,Bangalore,Hyderabad,2024-03-06,2024-03-15,9,Night,Business,1
S0000606,T000152,Hyderabad,Mumbai,2024-03-01,2024-03-05,4,Afternoon,Business,1
S0000607,T000152,Chennai,Mumbai,2024-03-08,2024-03-23,15,Evening,Business,1
S0000608,T000152,Mumbai,Hyderabad,2024-03-06,2024-03-22,16,Early Morning,Business,1
S0000609,T000153,Bangalore,Mumbai,2024-03-03,2024-03-06,3,Morning,Business,2
S0000610,T000153,Kolkata,Delhi,2024-03-04,2024-04-20,47,Night,Commute,1
S0000611,T000153,Kolkata,Delhi,2024-03-07,2024-03-14,7,Evening,Commute,1
S0000612,T000153,Delhi,Bangalore,2024-03-07,2024-03-17,10,Evening,Business,1
S0000613,T000154,Bangalore,Hyderabad,2024-03-02,2024-04-03,32,Afternoon,Business,1
S0000614,T000154,Kolkata,Delhi,2024-03-01,2024-04-03,33,Early Morning,Leisure,2
S0000615,T000154,Delhi,Kolkata,2024-03-02,2024-04-16,45,Morning,Business,1
S0000616,T000154,Kolkata,Hyderabad,2024-03-14,2024-03-22,8,Evening,Business,1
S0000617,T000155,Hyderabad,Mumbai,2024-03-10,2024-04-11,32,Evening,Business,1
S0000618,T000155,Hyderabad,Chennai,2024-03-06,2024-03-09,3,Morning,Business,1
S0000619,T000155,Hyderabad,Kolkata,2024-03-06,2024-04-05,30,Evening,Business,1
S0000620,T000155,Kolkata,Bangalore,2024-03-09,2024-03-13,4,Morning,Business,1
S0000621,T000156,Bangalore,Chennai,2024-03-14,2024-03-28,14,Afternoon,Leisure,1
S0000622,T000156,Hyderabad,Delhi,2024-03-11,2024-04-16,36,Evening,Business,1
S0000623,T000156,Mumbai,Delhi,2024-03-03,2024-03-14,11,Evening,Business,1
S0000624,T000156,Bangalore,Mumbai,2024-03-09,2024-03-19,10,Evening,Business,1
S0000625,T000157,Hyderabad,Delhi,2024-03-11,2024-03-13,2,Afternoon,Business,1
S0000626,T000157,Delhi,Chennai,2024-03-01,2024-03-15,14,Evening,Business,3
S0000627,T000157,Hyderabad,Chennai,2024-03-09,2024-03-13,4,Night,Business,1
S0000628,T000157,Hyderabad,Mumbai,2024-03-12,2024-04-22,41,Early Morning,Business,1
S0000629,T000158,Kolkata,Bangalore,2024-03-05,2024-03-22,17,Morning,Business,1
S0000630,T000158,Delhi,Mumbai,2024-03-02,2024-03-08,6,Morning,Business,1
S0000631,T000158,Hyderabad,Delhi,2024-03-11,2024-03-12,1,Evening,Business,1
S0000632,T000158,Chennai,Delhi,2024-03-04,2024-04-10,37,Morning,Business,1
S0000633,T000159,Mumbai,Chennai,2024-03-07,2024-03-28,21,Afternoon,Business,1
S0000634,T000159,Bangalore,Hyderabad,2024-03-13,2024-03-23,10,Afternoon,Business,1
S0000635,T000159,Kolkata,Hyderabad,2024-03-12,2024-04-20,39,Morning,Business,1
S0000636,T000159,Kolkata,Bangalore,2024-03-05,2024-03-19,14,Afternoon,Commute,1
S0000637,T000160,Hyderabad,Delhi,2024-03-09,2024-04-14,36,Night,Business,1
S0000638,T000160,Hyderabad,Mumbai,2024-03-08,2024-03-30,22,Evening,Business,1
S0000639,T000160,Chennai,Bangalore,2024-03-09,2024-03-31,22,Morning,Business,1
S0000640,T000160,Delhi,Bangalore,2024-03-09,2024-04-05,27,Night,Leisure,2
S0000641,T000161,Kolkata,Delhi,2024-03-02,2024-03-24,22,Early Morning,Commute,1
S0000642,T000161,Hyderabad,Chennai,2024-03-11,2024-03-16,5,Afternoon,Business,1
S0000643,T000161,Chennai,Mumbai,2024-03-08,2024-04-06,29,Evening,Leisure,1
S0000644,T000161,Bangalore,Chennai,2024-03-07,2024-03-16,9,Night,Business,1
S0000645,T000162,Delhi,Chennai,2024-03-15,2024-04-30,46,Evening,Business,1
S0000646,T000162,Delhi,Kolkata,2024-03-02,2024-03-18,16,Afternoon,Business,1
S0000647,T000162,Mumbai,Chennai,2024-03-12,2024-04-28,47,Morning,Commute,1
S0000648,T000162,Kolkata,Chennai,2024-03-04,2024-04-21,48,Morning,Business,1
S0000649,T000163,Kolkata,Delhi,2024-03-02,2024-04-02,31,Afternoon,Business,1
S0000650,T000163,Kolkata,Delhi,2024-03-12,2024-04-23,42,Morning,Business,1
S0000651,T000163,Kolkata,Mumbai,2024-03-05,2024-04-03,29,Early Morning,Business,1
S0000652,T000163,Kolkata,Bangalore,2024-03-01,2024-03-02,1,Evening,Commute,1
S0000653,T000164,Hyderabad,Bangalore,2024-03-11,2024-03-25,14,Evening,Business,1
S0000654,T000164,Chennai,Delhi,2024-03-03,2024-04-19,47,Early Morning,Business,1
S0000655,T000164,Mumbai,Hyderabad,2024-03-11,2024-04-14,34,Morning,Business,1
S0000656,T000164,Kolkata,Mumbai,2024-03-02,2024-04-07,36,Afternoon,Business,3
S0000657,T000165,Delhi,Bangalore,2024-03-14,2024-04-26,43,Evening,Business,1
S0000658,T000165,Bangalore,Mumbai,2024-03-15,2024-04-25,41,Early Morning,Business,1
S0000659,T000165,Mumbai,Delhi,2024-03-03,2024-03-09,6,Morning,Leisure,1
S0000660,T000165,Kolkata,Chennai,2024-03-04,2024-04-16,43,Night,Business,1
S0000661,T000166,Chennai,Delhi,2024-03-14,2024-04-27,44,Early Morning,Business,1
S0000662,T000166,Delhi,Kolkata,2024-03-06,2024-03-27,21,Afternoon,Business,1
S0000663,T000166,Kolkata,Hyderabad,2024-03-07,2024-04-05,29,Early Morning,Business,1
S0000664,T000166,Kolkata,Bangalore,2024-03-08,2024-03-30,22,Night,Leisure,1
S0000665,T000167,Hyderabad,Mumbai,2024-03-10,2024-04-05,26,Early Morning,Leisure,1
S0000666,T000167,Mumbai,Kolkata,2024-03-12,2024-03-29,17,Afternoon,Commute,1
S0000667,T000167,Bangalore,Chennai,2024-03-01,2024-04-05,35,Morning,Leisure,1
S0000668,T000167,Kolkata,Hyderabad,2024-03-13,2024-04-23,41,Morning,Business,1
S0000669,T000168,Mumbai,Kolkata,2024-03-10,2024-03-13,3,Afternoon,Business,1
S0000670,T000168,Delhi,Chennai,2024-03-15,2024-03-25,10,Early Morning,Business,2
S0000671,T000168,Bangalore,Kolkata,2024-03-01,2024-03-25,24,Morning,Commute,1
S0000672,T000168,Kolkata,Delhi,2024-03-03,2024-03-07,4,Evening,Business,1
S0000673,T000169,Chennai,Kolkata,2024-03-07,2024-04-11,35,Evening,Business,1
S0000674,T000169,Hyderabad,Delhi,2024-03-09,2024-04-15,37,Night,Business,1
S0000675,T000169,Delhi,Kolkata,2024-03-11,2024-04-17,37,Night,Business,1
S0000676,T000169,Kolkata,Chennai,2024-03-02,2024-03-28,26,Early Morning,Business,1
S0000677,T000170,Chennai,Mumbai,2024-03-08,2024-04-11,34,Night,Business,1
S0000678,T000170,Delhi,Hyderabad,2024-03-07,2024-04-01,25,Morning,Leisure,1
S0000679,T000170,Bangalore,Delhi,2024-03-09,2024-04-02,24,Afternoon,Commute,1
S0000680,T000170,Hyderabad,Kolkata,2024-03-02,2024-03-16,14,Afternoon,Business,1
S0000681,T000171,Delhi,Hyderabad,2024-03-13,2024-04-27,45,Afternoon,Business,1
S0000682,T000171,Kolkata,Mumbai,2024-03-13,2024-03-31,18,Night,Family / Personal,1
S0000683,T000171,Mumbai,Kolkata,2024-03-14,2024-04-30,47,Early Morning,Business,1
S0000684,T000171,Hyderabad,Chennai,2024-03-09,2024-04-06,28,Afternoon,Business,1
S0000685,T000172,Bangalore,Chennai,2024-03-01,2024-04-19,49,Morning,Business,1
S0000686,T000172,Delhi,Chennai,2024-03-03,2024-04-09,37,Afternoon,Family / Personal,1
S0000687,T000172,Kolkata,Bangalore,2024-03-03,2024-04-16,44,Night,Family / Personal,1
S0000688,T000172,Bangalore,Hyderabad,2024-03-01,2024-03-15,14,Early Morning,Business,1
S0000689,T000173,Mumbai,Hyderabad,2024-03-11,2024-04-05,25,Morning,Business,1
S0000690,T000173,Kolkata,Hyderabad,2024-03-13,2024-04-23,41,Morning,Commute,1
S0000691,T000173,Mumbai,Bangalore,2024-03-15,2024-04-25,41,Morning,Leisure,2
S0000692,T000173,Mumbai,Chennai,2024-03-08,2024-04-13,36,Night,Business,1
S0000693,T000174,Bangalore,Chennai,2024-03-10,2024-03-24,14,Afternoon,Business,1
S0000694,T000174,Hyderabad,Mumbai,2024-03-07,2024-04-03,27,Afternoon,Business,1
S0000695,T000174,Kolkata,Chennai,2024-03-02,2024-03-29,27,Night,Business,1
S0000696,T000174,Mumbai,Chennai,2024-03-12,2024-04-02,21,Evening,Commute,1
S0000697,T000175,Delhi,Kolkata,2024-03-09,2024-03-25,16,Afternoon,Business,3
S0000698,T000175,Bangalore,Delhi,2024-03-05,2024-03-22,17,Night,Business,1
S0000699,T000175,Delhi,Mumbai,2024-03-04,2024-04-17,44,Evening,Business,1
S0000700,T000175,Mumbai,Chennai,2024-03-05,2024-03-14,9,Morning,Business,1
S0000701,T000176,Delhi,Hyderabad,2024-03-15,2024-04-06,22,Night,Commute,1
S0000702,T000176,Hyderabad,Mumbai,2024-03-15,2024-04-13,29,Early Morning,Commute,1
S0000703,T000176,Kolkata,Bangalore,2024-03-12,2024-03-23,11,Evening,Commute,1
S0000704,T000176,Mumbai,Chennai,2024-03-15,2024-04-28,44,Morning,Commute,1
S0000705,T000177,Chennai,Mumbai,2024-03-11,2024-04-13,33,Night,Business,1
S0000706,T000177,Kolkata,Mumbai,2024-03-06,2024-03-14,8,Afternoon,Leisure,1
S0000707,T000177,Chennai,Hyderabad,2024-03-08,2024-03-29,21,Night,Business,1
S0000708,T000177,Hyderabad,Chennai,2024-03-05,2024-04-12,38,Morning,Commute,1
S0000709,T000178,Hyderabad,Kolkata,2024-03-11,2024-03-16,5,Morning,Business,1
S0000710,T000178,Mumbai,Bangalore,2024-03-15,2024-04-27,43,Afternoon,Family / Personal,1
S0000711,T000178,Bangalore,Delhi,2024-03-03,2024-03-26,23,Evening,Business,1
S0000712,T000178,Mumbai,Delhi,2024-03-14,2024-04-17,34,Morning,Business,1
S0000713,T000179,Bangalore,Chennai,2024-03-08,2024-04-25,48,Morning,Business,1
S0000714,T000179,Delhi,Kolkata,2024-03-04,2024-04-09,36,Evening,Business,1
S0000715,T000179,Hyderabad,Kolkata,2024-03-08,2024-04-12,35,Afternoon,Commute,1
S0000716,T000179,Chennai,Kolkata,2024-03-02,2024-04-14,43,Early Morning,Business,1
S0000717,T000180,Mumbai,Bangalore,2024-03-15,2024-03-19,4,Evening,Commute,1
S0000718,T000180,Mumbai,Kolkata,2024-03-08,2024-03-10,2,Early Morning,Business,1
S0000719,T000180,Chennai,Hyderabad,2024-03-12,2024-04-05,24,Afternoon,Business,1
S0000720,T000180,Mumbai,Bangalore,2024-03-04,2024-04-19,46,Afternoon,Business,1
S0000721,T000181,Kolkata,Hyderabad,2024-03-08,2024-04-21,44,Evening,Family / Personal,1
S0000722,T000181,Kolkata,Mumbai,2024-03-06,2024-03-16,10,Afternoon,Business,1
S0000723,T000181,Hyderabad,Chennai,2024-03-06,2024-03-09,3,Night,Business,1
S0000724,T000181,Chennai,Kolkata,2024-03-15,2024-03-18,3,Night,Business,1
S0000725,T000182,Hyderabad,Mumbai,2024-03-07,2024-03-27,20,Evening,Business,1
S0000726,T000182,Mumbai,Bangalore,2024-03-14,2024-03-24,10,Evening,Business,1
S0000727,T000182,Hyderabad,Delhi,2024-03-06,2024-03-22,16,Early Morning,Business,1
S0000728,T000182,Hyderabad,Kolkata,2024-03-09,2024-04-17,39,Early Morning,Commute,1
S0000729,T000183,Bangalore,Mumbai,2024-03-11,2024-03-23,12,Afternoon,Business,1
S0000730,T000183,Delhi,Kolkata,2024-03-06,2024-04-01,26,Morning,Business,1
S0000731,T000183,Delhi,Bangalore,2024-03-08,2024-03-17,9,Night,Business,1
S0000732,T000183,Kolkata,Mumbai,2024-03-02,2024-04-07,36,Evening,Business,1
S0000733,T000184,Chennai,Mumbai,2024-03-14,2024-03-23,9,Morning,Business,1
S0000734,T000184,Delhi,Chennai,2024-03-11,2024-04-07,27,Afternoon,Business,1
S0000735,T000184,Bangalore,Mumbai,2024-03-10,2024-03-25,15,Early Morning,Business,1
S0000736,T000184,Hyderabad,Chennai,2024-03-13,2024-03-17,4,Evening,Commute,1
S0000737,T000185,Hyderabad,Mumbai,2024-03-01,2024-03-09,8,Morning,Business,1
S0000738,T000185,Kolkata,Bangalore,2024-03-02,2024-04-20,49,Night,Business,1
S0000739,T000185,Hyderabad,Bangalore,2024-03-11,2024-04-07,27,Evening,Business,1
S0000740,T000185,Bangalore,Hyderabad,2024-03-06,2024-04-17,42,Morning,Commute,1
S0000741,T000186,Hyderabad,Kolkata,2024-03-05,2024-04-20,46,Morning,Business,1
S0000742,T000186,Mumbai,Delhi,2024-03-05,2024-03-24,19,Afternoon,Family / Personal,2
S0000743,T000186,Chennai,Kolkata,2024-03-05,2024-03-14,9,Afternoon,Business,1
S0000744,T000186,Chennai,Mumbai,2024-03-15,2024-04-22,38,Afternoon,Business,1
S0000745,T000187,Chennai,Kolkata,2024-03-02,2024-04-10,39,Night,Leisure,1
S0000746,T000187,Hyderabad,Delhi,2024-03-15,2024-04-28,44,Evening,Business,1
S0000747,T000187,Mumbai,Bangalore,2024-03-09,2024-03-25,16,Evening,Business,1
S0000748,T000187,Chennai,Hyderabad,2024-03-12,2024-04-27,46,Morning,Business,1
S0000749,T000188,Hyderabad,Bangalore,2024-03-11,2024-04-07,27,Afternoon,Business,1
S0000750,T000188,Delhi,Hyderabad,2024-03-06,2024-03-07,1,Night,Business,1
S0000751,T000188,Chennai,Delhi,2024-03-11,2024-03-17,6,Afternoon,Commute,1
S0000752,T000188,Chennai,Kolkata,2024-03-14,2024-05-01,48,Early Morning,Business,1
S0000753,T000189,Bangalore,Hyderabad,2024-03-11,2024-03-28,17,Afternoon,Business,1
S0000754,T000189,Kolkata,Chennai,2024-03-05,2024-04-20,46,Early Morning,Business,1
S0000755,T000189,Mumbai,Bangalore,2024-03-13,2024-04-03,21,Evening,Commute,1
S0000756,T000189,Kolkata,Chennai,2024-03-01,2024-03-29,28,Night,Commute,1
S0000757,T000190,Chennai,Bangalore,2024-03-15,2024-04-10,26,Afternoon,Commute,1
S0000758,T000190,Mumbai,Kolkata,2024-03-08,2024-03-30,22,Early Morning,Commute,1
S0000759,T000190,Delhi,Hyderabad,2024-03-01,2024-03-31,30,Night,Commute,1
S0000760,T000190,Delhi,Chennai,2024-03-13,2024-04-09,27,Evening,Business,1
S0000761,T000191,Hyderabad,Kolkata,2024-03-14,2024-03-27,13,Morning,Leisure,1
S0000762,T000191,Delhi,Chennai,2024-03-14,2024-04-26,43,Early Morning,Business,1
S0000763,T000191,Delhi,Mumbai,2024-03-09,2024-03-28,19,Night,Leisure,1
S0000764,T000191,Mumbai,Hyderabad,2024-03-06,2024-03-27,21,Night,Business,1
S0000765,T000192,Bangalore,Hyderabad,2024-03-04,2024-03-30,26,Morning,Commute,1
S0000766,T000192,Delhi,Kolkata,2024-03-01,2024-04-15,45,Night,Business,1
S0000767,T000192,Delhi,Chennai,2024-03-03,2024-04-06,34,Evening,Business,1
S0000768,T000192,Kolkata,Hyderabad,2024-03-03,2024-03-08,5,Early Morning,Commute,2
S0000769,T000193,Kolkata,Chennai,2024-03-09,2024-04-16,38,Evening,Business,1
S0000770,T000193,Delhi,Mumbai,2024-03-11,2024-03-15,4,Afternoon,Business,1
S0000771,T000193,Delhi,Bangalore,2024-03-11,2024-04-19,39,Afternoon,Business,1
S0000772,T000193,Mumbai,Hyderabad,2024-03-15,2024-04-18,34,Morning,Commute,1
S0000773,T000194,Bangalore,Delhi,2024-03-09,2024-04-21,43,Early Morning,Business,1
S0000774,T000194,Hyderabad,Mumbai,2024-03-12,2024-03-28,16,Early Morning,Leisure,1
S0000775,T000194,Chennai,Delhi,2024-03-12,2024-03-22,10,Evening,Business,3
S0000776,T000194,Bangalore,Chennai,2024-03-02,2024-03-05,3,Morning,Family / Personal,1
S0000777,T000195,Bangalore,Chennai,2024-03-05,2024-03-18,13,Afternoon,Business,1
S0000778,T000195,Bangalore,Chennai,2024-03-10,2024-04-10,31,Afternoon,Business,1
S0000779,T000195,Hyderabad,Delhi,2024-03-11,2024-04-27,47,Afternoon,Business,1
S0000780,T000195,Bangalore,Mumbai,2024-03-03,2024-04-20,48,Early Morning,Business,1
S0000781,T000196,Hyderabad,Bangalore,2024-03-07,2024-04-10,34,Early Morning,Business,2
S0000782,T000196,Delhi,Hyderabad,2024-03-10,2024-04-18,39,Afternoon,Business,1
S0000783,T000196,Mumbai,Bangalore,2024-03-08,2024-03-26,18,Evening,Business,1
S0000784,T000196,Bangalore,Chennai,2024-03-14,2024-03-28,14,Evening,Business,1
S0000785,T000197,Bangalore,Mumbai,2024-03-14,2024-03-20,6,Morning,Business,1
S0000786,T000197,Kolkata,Bangalore,2024-03-10,2024-03-20,10,Afternoon,Business,1
S0000787,T000197,Chennai,Mumbai,2024-03-02,2024-03-21,19,Early Morning,Business,1
S0000788,T000197,Bangalore,Hyderabad,2024-03-05,2024-03-15,10,Evening,Business,1
S0000789,T000198,Mumbai,Chennai,2024-03-03,2024-03-27,24,Morning,Commute,1
S0000790,T000198,Hyderabad,Bangalore,2024-03-01,2024-03-06,5,Early Morning,Business,1
S0000791,T000198,Delhi,Hyderabad,2024-03-15,2024-03-18,3,Afternoon,Business,1
S0000792,T000198,Chennai,Mumbai,2024-03-14,2024-04-11,28,Night,Leisure,1
S0000793,T000199,Mumbai,Chennai,2024-03-13,2024-04-19,37,Early Morning,Commute,1
S0000794,T000199,Delhi,Kolkata,2024-03-15,2024-04-13,29,Afternoon,Business,1
S0000795,T000199,Chennai,Kolkata,2024-03-13,2024-05-01,49,Night,Business,1
S0000796,T000199,Delhi,Mumbai,2024-03-10,2024-04-16,37,Early Morning,Business,1
S0000797,T000200,Bangalore,Hyderabad,2024-03-05,2024-03-14,9,Afternoon,Commute,1
S0000798,T000200,Kolkata,Chennai,2024-03-12,2024-03-18,6,Evening,Commute,1
S0000799,T000200,Mumbai,Kolkata,2024-03-14,2024-04-26,43,Evening,Commute,2
S0000800,T000200,Chennai,Bangalore,2024-03-06,2024-04-04,29,Evening,Business,1
S0000801,T000201,Chennai,Delhi,2024-03-08,2024-04-10,33,Morning,Leisure,2
S0000802,T000201,Kolkata,Delhi,2024-03-14,2024-04-20,37,Evening,Leisure,3
S0000803,T000201,Kolkata,Delhi,2024-03-06,2024-03-12,6,Evening,Commute,2
S0000804,T000201,Chennai,Bangalore,2024-03-15,2024-04-05,21,Afternoon,Leisure,2
S0000805,T000202,Mumbai,Kolkata,2024-03-05,2024-03-13,8,Night,Leisure,3
S0000806,T000202,Delhi,Bangalore,2024-03-07,2024-04-23,47,Night,Leisure,1
S0000807,T000202,Chennai,Kolkata,2024-03-01,2024-03-28,27,Morning,Family / Personal,2
S0000808,T000202,Kolkata,Chennai,2024-03-08,2024-04-10,33,Night,Leisure,3
S0000809,T000203,Hyderabad,Mumbai,2024-03-11,2024-04-20,40,Early Morning,Leisure,1
S0000810,T000203,Chennai,Hyderabad,2024-03-13,2024-03-18,5,Afternoon,Leisure,1
S0000811,T000203,Mumbai,Delhi,2024-03-03,2024-03-18,15,Afternoon,Family / Personal,2
S0000812,T000203,Chennai,Kolkata,2024-03-13,2024-04-12,30,Night,Leisure,2
S0000813,T000204,Kolkata,Chennai,2024-03-07,2024-04-12,36,Night,Leisure,2
S0000814,T000204,Hyderabad,Bangalore,2024-03-15,2024-03-25,10,Night,Leisure,1
S0000815,T000204,Mumbai,Hyderabad,2024-03-11,2024-03-26,15,Afternoon,Leisure,2
S0000816,T000204,Delhi,Chennai,2024-03-02,2024-04-08,37,Night,Leisure,1
S0000817,T000205,Mumbai,Chennai,2024-03-06,2024-04-14,39,Night,Family / Personal,4
S0000818,T000205,Chennai,Kolkata,2024-03-08,2024-04-10,33,Afternoon,Leisure,2
S0000819,T000205,Chennai,Delhi,2024-03-09,2024-03-16,7,Morning,Commute,4
S0000820,T000205,Delhi,Mumbai,2024-03-01,2024-04-12,42,Morning,Leisure,2
S0000821,T000206,Bangalore,Mumbai,2024-03-06,2024-03-26,20,Morning,Leisure,1
S0000822,T000206,Mumbai,Bangalore,2024-03-08,2024-04-06,29,Morning,Leisure,1
S0000823,T000206,Bangalore,Kolkata,2024-03-12,2024-03-20,8,Morning,Leisure,1
S0000824,T000206,Hyderabad,Bangalore,2024-03-14,2024-03-30,16,Evening,Leisure,2
S0000825,T000207,Delhi,Mumbai,2024-03-08,2024-04-20,43,Evening,Family / Personal,3
S0000826,T000207,Chennai,Kolkata,2024-03-04,2024-04-15,42,Afternoon,Leisure,2
S0000827,T000207,Chennai,Mumbai,2024-03-03,2024-03-18,15,Night,Leisure,2
S0000828,T000207,Kolkata,Chennai,2024-03-05,2024-04-20,46,Afternoon,Leisure,2
S0000829,T000208,Chennai,Mumbai,2024-03-14,2024-03-18,4,Evening,Leisure,1
S0000830,T000208,Delhi,Mumbai,2024-03-05,2024-04-07,33,Night,Leisure,1
S0000831,T000208,Hyderabad,Chennai,2024-03-01,2024-03-18,17,Morning,Leisure,2
S0000832,T000208,Mumbai,Bangalore,2024-03-13,2024-04-11,29,Morning,Leisure,2
S0000833,T000209,Chennai,Mumbai,2024-03-12,2024-04-06,25,Evening,Leisure,4
S0000834,T000209,Hyderabad,Chennai,2024-03-05,2024-03-25,20,Night,Family / Personal,3
S0000835,T000209,Mumbai,Delhi,2024-03-01,2024-04-19,49,Night,Leisure,2
S0000836,T000209,Hyderabad,Kolkata,2024-03-13,2024-03-31,18,Night,Leisure,4
S0000837,T000210,Bangalore,Hyderabad,2024-03-05,2024-03-11,6,Night,Family / Personal,2
S0000838,T000210,Delhi,Mumbai,2024-03-14,2024-04-24,41,Evening,Leisure,1
S0000839,T000210,Hyderabad,Kolkata,2024-03-06,2024-03-26,20,Evening,Business,1
S0000840,T000210,Mumbai,Kolkata,2024-03-15,2024-04-13,29,Evening,Family / Personal,1
S0000841,T000211,Mumbai,Chennai,2024-03-04,2024-03-24,20,Night,Leisure,2
S0000842,T000211,Bangalore,Delhi,2024-03-03,2024-04-14,42,Morning,Leisure,1
S0000843,T000211,Chennai,Mumbai,2024-03-01,2024-03-29,28,Afternoon,Leisure,3
S0000844,T000211,Bangalore,Mumbai,2024-03-02,2024-04-10,39,Night,Leisure,1
S0000845,T000212,Kolkata,Hyderabad,2024-03-13,2024-04-13,31,Early Morning,Leisure,1
S0000846,T000212,Delhi,Kolkata,2024-03-03,2024-03-16,13,Afternoon,Family / Personal,1
S0000847,T000212,Chennai,Mumbai,2024-03-15,2024-04-16,32,Evening,Commute,1
S0000848,T000212,Chennai,Hyderabad,2024-03-10,2024-04-05,26,Early Morning,Leisure,2
S0000849,T000213,Hyderabad,Chennai,2024-03-05,2024-03-08,3,Evening,Commute,3
S0000850,T000213,Delhi,Chennai,2024-03-06,2024-04-01,26,Evening,Leisure,4
S0000851,T000213,Hyderabad,Chennai,2024-03-06,2024-03-31,25,Afternoon,Leisure,2
S0000852,T000213,Kolkata,Mumbai,2024-03-11,2024-04-03,23,Morning,Leisure,2
S0000853,T000214,Mumbai,Kolkata,2024-03-14,2024-04-25,42,Early Morning,Leisure,1
S0000854,T000214,Chennai,Delhi,2024-03-05,2024-03-16,11,Afternoon,Leisure,1
S0000855,T000214,Mumbai,Delhi,2024-03-08,2024-03-21,13,Evening,Leisure,4
S0000856,T000214,Delhi,Kolkata,2024-03-07,2024-04-21,45,Afternoon,Business,2
S0000857,T000215,Kolkata,Delhi,2024-03-08,2024-04-25,48,Night,Leisure,1
S0000858,T000215,Kolkata,Chennai,2024-03-01,2024-04-17,47,Night,Leisure,1
S0000859,T000215,Kolkata,Delhi,2024-03-02,2024-03-16,14,Evening,Leisure,4
S0000860,T000215,Kolkata,Bangalore,2024-03-05,2024-03-15,10,Night,Family / Personal,1
S0000861,T000216,Mumbai,Chennai,2024-03-05,2024-04-16,42,Evening,Leisure,2
S0000862,T000216,Bangalore,Mumbai,2024-03-13,2024-03-15,2,Afternoon,Leisure,2
S0000863,T000216,Bangalore,Mumbai,2024-03-03,2024-03-04,1,Afternoon,Family / Personal,2
S0000864,T000216,Chennai,Bangalore,2024-03-03,2024-04-06,34,Afternoon,Family / Personal,3
S0000865,T000217,Bangalore,Hyderabad,2024-03-14,2024-04-03,20,Early Morning,Leisure,3
S0000866,T000217,Delhi,Hyderabad,2024-03-11,2024-03-13,2,Early Morning,Leisure,3
S0000867,T000217,Kolkata,Hyderabad,2024-03-04,2024-03-31,27,Morning,Leisure,3
S0000868,T000217,Mumbai,Chennai,2024-03-01,2024-03-23,22,Afternoon,Leisure,1
S0000869,T000218,Mumbai,Chennai,2024-03-08,2024-03-11,3,Early Morning,Leisure,2
S0000870,T000218,Bangalore,Chennai,2024-03-10,2024-04-17,38,Evening,Leisure,3
S0000871,T000218,Mumbai,Bangalore,2024-03-15,2024-04-05,21,Evening,Leisure,1
S0000872,T000218,Kolkata,Hyderabad,2024-03-10,2024-03-21,11,Afternoon,Leisure,2
S0000873,T000219,Kolkata,Mumbai,2024-03-08,2024-03-14,6,Night,Leisure,2
S0000874,T000219,Kolkata,Bangalore,2024-03-08,2024-04-26,49,Early Morning,Leisure,2
S0000875,T000219,Kolkata,Bangalore,2024-03-15,2024-04-21,37,Early Morning,Leisure,1
S0000876,T000219,Mumbai,Chennai,2024-03-11,2024-04-19,39,Afternoon,Family / Personal,1
